id,title,category,subcategory,core_idea,why_it_matters,evidence_strength,practical_application,reflection_prompt,difficulty,novelty_score,estimated_minutes,source_type
DE011,Social proof,Communication & influence,Persuasion,People use others' behavior as evidence of what is credible or acceptable.,In uncertainty group behavior reduces the perceived risk of acting.,Strong,When persuading mention who else has already adopted the idea or why a respected group values it.,How often do you ignore the power of examples and references when trying to convince someone?,practical,1,10,behavioral science
DE012,Status threat in debates,Communication & influence,Conflict,People resist more when they feel your point lowers their competence or status.,Threat narrows openness and pushes people into defense mode.,Moderate,Critique the idea not the person and leave them a dignified path to update.,How can you disagree without making the other person feel small?,practical,2,12,social psychology
DE013,Chunking into threes,Public speaking,Structure,Ideas grouped in threes are easier to follow and remember.,Three-part structures create rhythm and reduce cognitive load.,Strong,Convert your next explanation into three points instead of six loosely connected ones.,Where could stronger grouping improve how you speak or write?,practical,1,8,rhetoric
DE014,Contrast creates attention,Public speaking,Narrative,An audience pays more attention when you create tension between two possibilities.,Contrast sharpens meaning: before/after old/new problem/solution.,Strong,Instead of describing a result alone compare it to the failure case or old assumption.,What idea of yours becomes sharper when paired with its opposite?,practical,2,10,rhetoric
DE015,Sleep pressure and adenosine,Body & performance,Sleep,Caffeine masks sleep pressure but it does not replace sleep.,Adenosine builds during wakefulness; caffeine blocks its signal temporarily.,Strong,Avoid using caffeine to ignore chronic sleep debt and consider delaying it after waking.,Do you use stimulants to compensate for poor recovery instead of fixing the cause?,practical,2,15,physiology
DE016,Morning light and circadian rhythm,Body & performance,Recovery,Light exposure soon after waking helps anchor circadian timing.,Morning light influences the biological clock and improves wakefulness signals.,Strong,Try going outside for natural light within the first hour after waking.,Which part of your daily energy could improve through better timing rather than more effort?,practical,1,10,sleep research
DE017,Heat exposure: promise vs proof,Experimental / frontier ideas,Biohacking,Sauna has plausible cardiovascular and recovery benefits but many strong claims outrun the evidence.,Heat stress may influence circulation relaxation and stress pathways but effect size and causality vary by claim.,Moderate,Separate broad evidence-supported benefits from viral claims about extreme detox or miracle outcomes.,Which biohacking claim have you accepted because it sounds mechanistic and impressive?,conceptual,3,15,health research
DE018,Microplastics headlines,Experimental / frontier ideas,Research literacy,A striking headline is not the same as a meaningful intervention.,Presence mechanism and practical reversibility are separate questions.,Moderate,"When you see a claim like 'X removes Y from the body,' ask what was measured, in whom, and whether the result changes decisions.",How often do you confuse a surprising finding with a practical recommendation?,conceptual,3,15,research literacy
DE019,Expected value thinking,Decision-making & thinking,Strategy,A good decision can have a bad outcome; focus on expected value not single results.,Uncertainty means quality should be judged by process and probabilities not only outcomes.,Strong,When evaluating a choice ask whether it was sensible given what you knew at the time.,Where are you unfairly judging yourself by outcome alone?,conceptual,2,12,decision science
DE020,Base rates first,Decision-making & thinking,Judgment,Before focusing on the special details of a case ask what usually happens in similar cases.,Base rates protect you from overvaluing anecdotes and exceptional stories.,Strong,In any forecast start with the reference class before moving to the unique narrative.,Where do you jump to specifics without checking the broader pattern?,practical,2,12,decision science
DE021,Second-order effects,Decision-making & thinking,Systems thinking,The first consequence of an action is rarely the only one that matters.,Systems react over time; short-term wins can create delayed costs.,Strong,"When making a change, ask: 'And then what?' at least twice.",Which current choice of yours looks good in the first order but questionable in the second?,conceptual,2,12,strategy
DE022,Reversible vs irreversible decisions,Decision-making & thinking,Strategy,Move fast on reversible decisions and slow down on hard-to-reverse ones.,This preserves speed without treating all choices as equally risky.,Strong,Classify upcoming decisions into one-way and two-way doors before allocating time to them.,What are you overthinking even though it is easy to reverse?,practical,1,10,management
DE023,Opportunity cost,Decision-making & thinking,Economics,Every yes silently commits you against alternatives.,The real cost of a choice includes what you could have done instead.,Strong,When adding a project name the specific thing it will displace.,Which of your commitments looks different once you state its opportunity cost clearly?,conceptual,2,10,economics
DE024,Loss aversion,Mind & behavior,Biases,Losses often feel larger than equivalent gains.,People become conservative or irrationally protective when something feels like it is being taken away.,Strong,When evaluating a change check whether resistance comes from actual downside or from framing it as a loss.,What are you holding onto mainly because giving it up feels like losing?,conceptual,2,12,behavioral economics
DE025,Anchoring,Mind & behavior,Biases,The first number or frame introduced can disproportionately influence later judgment.,Initial anchors shape reference points even when arbitrary.,Strong,In negotiations or estimates notice how the opening value distorts your sense of reasonable.,Where are you being pulled by the first frame you encountered?,practical,2,10,behavioral economics
DE026,Mirroring and labeling,Communication & influence,Negotiation,Repeating a key phrase and naming the other person's emotion can lower tension and open dialogue.,It signals listening and helps the other person feel understood.,Moderate,"Try: 'It sounds like the timeline is your main concern.' Then let them expand.",Do you rush into solutions before proving you understood the concern?,practical,2,12,negotiation
DE027,The audience remembers less than you think,Public speaking,Delivery,Most audiences retain only a small fraction of a talk so structure matters more than density.,People forget detail quickly unless it is repeated visualized or emotionally tagged.,Strong,Cut low-value detail and reinforce the same central message multiple times in different ways.,What should you remove from your next talk because it helps you more than the audience?,practical,1,10,communication research
DE028,Novelty vs mastery,Body & performance,Learning,New tools feel productive but progress often comes from repeating fundamentals.,Novelty stimulates interest while mastery compounds through repetition.,Strong,Before adding a new protocol ask whether improving the basics would do more.,Where are you substituting newness for depth?,conceptual,1,10,learning science
DE029,Stress inoculation,Body & performance,Performance,Exposure to manageable stress can improve resilience but overload can backfire.,Adaptation depends on dose recovery and context.,Moderate,Use deliberate challenges with recovery rather than constant self-imposed strain.,Are you training resilience or just accumulating fatigue?,conceptual,3,12,performance psychology
DE030,Attention residue,Mind & behavior,Focus,Switching tasks leaves part of your attention stuck on the previous one.,Frequent context switching reduces depth and increases friction.,Moderate,Protect 15–30 minute blocks for one topic instead of jumping between messages and work.,Which recurring interruption leaves your mind split afterward?,practical,2,10,productivity research
DE031,Dopamine detox skepticism,Experimental / frontier ideas,Biohacking,Many dopamine-detox claims oversimplify how motivation and reward systems work.,Reward systems are not reset like a device; behavior change is more about cues habits and attention management.,Moderate,Be suspicious of dramatic reset narratives and focus on reducing triggers and improving routines.,Which self-improvement idea appeals to you because it promises a clean reset?,conceptual,2,12,neuroscience communication
DE032,Voice tempo and credibility,Public speaking,Delivery,Speaking slightly slower than your anxious default often increases clarity and confidence.,A calmer tempo improves intelligibility and projects control.,Moderate,Record yourself delivering the same point at three speeds and compare clarity.,When you get excited or nervous how much does pace undermine your message?,practical,1,8,rhetoric
DE033,The map is not the territory,Decision-making & thinking,Epistemology,Models and explanations are simplifications not reality itself.,Useful abstractions can still hide key variables or distort what matters.,Strong,Use models to orient decisions then test them against direct observation.,Where are you mistaking a neat theory for the full situation?,conceptual,3,12,epistemology
DE034,Mechanistic plausibility is not proof,Experimental / frontier ideas,Research literacy,A compelling biological or psychological mechanism does not guarantee real-world impact.,Many ideas sound plausible but fail in effect size translation or replication.,Strong,When a claim sounds smart ask whether it has robust outcome evidence.,Which claim do you currently believe mainly because the mechanism sounds elegant?,conceptual,3,12,research literacy
DE035,The mere-exposure effect,Communication & influence,Persuasion,Repeated exposure can increase liking and familiarity.,What feels familiar often feels safer and more trustworthy.,Strong,Repeat key messages across time instead of trying to win everything in one conversation.,Where do you expect instant buy-in when repeated exposure would work better?,practical,1,8,social psychology
DE036,Emotional granularity,Mind & behavior,Emotional regulation,Naming emotions with precision can improve regulation.,Specific labels create more workable interpretations than broad labels like bad or stressed.,Moderate,Replace 'I feel bad' with a more precise description such as frustrated ashamed restless or overloaded.,How often do vague emotional labels block useful action?,practical,2,10,psychology
DE037,The illusion of explanatory depth,Mind & behavior,Cognition,People often think they understand something better than they actually do until asked to explain it.,Fluent familiarity can be mistaken for deep understanding.,Strong,Test your understanding by writing a simple explanation from scratch.,What topic do you think you understand but have not yet tried to explain cleanly?,conceptual,2,10,cognitive science
DE038,Progressive overload beyond the gym,Body & performance,Training,Improvement usually requires gradually increasing challenge not repeating the same comfortable level.,Adaptation happens when demand rises enough to require change.,Strong,Apply progressive overload to speaking focus or learning by increasing one difficulty variable at a time.,Where in your life are you practicing without actually increasing the challenge?,practical,1,10,performance science
DE039,Nasal breathing claims,Experimental / frontier ideas,Biohacking,Nasal breathing has real uses but online claims often exceed the evidence.,Some contexts benefit from it but not every performance or health claim is equally supported.,Moderate,Separate low-risk useful practices from exaggerated universal claims.,Which health trend do you treat as all-or-nothing when the truth is more conditional?,conceptual,2,12,respiratory science
DE040,Framing effects,Communication & influence,Persuasion,The same information can produce different reactions depending on how it is framed.,People respond differently to gains losses risks and defaults even when facts are equivalent.,Strong,Before presenting an idea test two framings: what people gain and what they avoid losing.,How could reframing one message change a current conversation?,practical,2,10,behavioral economics
DE041,Self-distancing,Mind & behavior,Reflection,Thinking about your problem as if advising someone else can improve judgment.,Distance reduces emotional flooding and broadens perspective.,Moderate,"Ask: 'If a friend had this problem, what would I tell them?'",Which issue of yours needs less immersion and more perspective?,practical,2,10,psychology
DE042,Desirable difficulty,Learning & growth,Learning,Learning often improves when practice is slightly effortful rather than perfectly smooth.,Some friction enhances encoding and retrieval.,Strong,Use active recall short quizzes or explanation from memory instead of only re-reading.,Where are you choosing comfort over retention?,practical,2,12,learning science
DE043,Retrieval beats rereading,Learning & growth,Learning,Testing yourself usually strengthens memory more than passively reviewing notes.,Retrieval practice reinforces pathways and reveals gaps.,Strong,After reading close the page and write the key ideas from memory before checking.,What are you repeatedly consuming without ever testing yourself on it?,practical,1,10,learning science
DE044,Spacing effect,Learning & growth,Learning,Distributed review over time usually beats cramming.,Spaced encounters strengthen long-term retention more reliably than massed exposure.,Strong,Revisit important ideas after a delay instead of trying to master them in one sitting.,How could your microlearning habit include deliberate review rather than constant novelty?,practical,1,10,learning science
DE045,Incentives shape behavior,Decision-making & thinking,Economics,What people do is heavily influenced by what the system rewards.,Misaligned incentives produce predictable distortions.,Strong,When behavior seems irrational ask what incentives make it reasonable from that person's perspective.,Which frustrating behavior around you makes more sense once incentives are visible?,conceptual,2,12,economics
DE046,Default effects,Decision-making & thinking,Behavior design,What happens automatically often drives choices more than deliberate preference.,Defaults reduce friction and exploit inertia.,Strong,Improve your environment by making the desired action the default.,What could you make automatic so discipline matters less?,practical,1,10,behavior design
DE047,Peak-end rule,Mind & behavior,Memory,People often judge experiences disproportionately by the peak moment and the ending.,Memory compresses long experiences into a few salient points.,Moderate,Design presentations meetings and even social events with a strong ending in mind.,How would your work change if you optimized endings more deliberately?,practical,2,10,behavioral science
DE048,The power of naming the tradeoff,Communication & influence,Leadership,People trust decisions more when the tradeoff is made explicit.,Acknowledging constraints makes reasoning feel honest and adult.,Moderate,Instead of pretending you can optimize everything say what you are choosing and what you are giving up.,Where could clearer tradeoff language make you sound more credible?,practical,2,10,leadership
DE049,Frontier claims need stronger filters,Experimental / frontier ideas,Research literacy,The newer and more sensational the claim the higher your evidence threshold should be.,Novelty attracts attention but early claims are often unstable or overstated.,Strong,Adopt a rule: the more exciting the claim the more conservative your belief until replication appears.,Which area of your curiosity most needs a stricter filter?,conceptual,2,10,research literacy
